label,text
Fungal infection,"Recently, I've been scratching myself a lot, and my skin is extend with rashy places. Additionally, I've induce a few pimples that are rather firm, and there are certain espy along my body that have a dissimilar shade of brown than the remainder of my skin."
Cervical spondylosis,"My muscles lack strength, and I have been experiencing back pain and a dry cough. I've been experiencing neck pain and feeling lightheaded and unstable on my feet."
Typhoid,"Because of the vomiting and diarrhea, I've been have a lot of difficulties stick hydrated. one have a gamy fever, as well AS constipation and headache."
Jaundice,"I've been feeling scratchy, sick, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additional stomach pain that I've been having"
Chicken pox,ace have red spots on my arms and legs and itching them make_believe it difficult for me to sleep atomic_number_85 night. I also have severe headaches and a mild fever.
diabetes,"I'm drinking more water and spend_a_penny more frequently. My throat and mouth are oftentimes dry. Recently, my appetite and hunger feature both grown."
Psoriasis,"I have experienced difficulty sleeping due to the itching and discomfort caused by the rash. There are small dents in my nails, which is really concerning."
Hypoglycemia,"Hypoglycemia occurs when blood sugar levels drop too low, usually below 70 milligrams per deciliter (mg/dL)."
Chicken pox,"I've been experiencing intense itching all complete my skin, and it's force_back me crazy. I also have a rash that's red and inflamed."
Pneumonia,"I have a really high fever, and I'm having trouble breathing. I'm sweating a lot and feeling really cold and tired. My heart is beating really fast, and I have some brownish sputum"
Malaria,"I'm suffering from intense itching, chills, vomiting, and a high fever. I've also been sweating a lot and have a headache. Nausea and muscle pain have also been bothering me."
Fungal infection,"I have lots of itchy spots on my skin, and sometimes they turn red or bumpy. There are also some weird patches that are different colors than the rest of my skin, and sometimes I get these weird bumps that look like little balls."
Bronchial Asthma,"experience extremely eat and take had this persistent cough. It's constitute hard for me to catch my breath, and my fever follow very high. I've also been producing a lot of mucus when I cough"
Psoriasis,"My nab are slenderly dented. Even my joints are at_once have agonising discomfort. My skin has a silver-like powder, especially along my back and elbows."
Psoriasis,"My skin is peeling, especially on my knees, elbows, and scalp. This peeling is frequently accompanied by angstrom edged or sting feeling."
Hepatitis B,"patient may notice moody urine and clay-colored stools, alongside a loss of appetite."
peptic ulcer disease,I feature bloat and a flavor of uneasiness. I have been get angle loss and a loss of appetite. sometimes I have dark and resiny stools and blood in my regorge
Common Cold,"I'm coughing nonstop and I'm shivering terribly. I have a stuffy nose and my face is under strain. In addition, my throat is coughing up some nasty gunk, and my chest hurts. My muscles hurt a lot, and I can't smell anything."
diabetes,"I constantly sneeze and have a dry cough. My infections don't seem to be healing, and I have palpitations. My throat does ache occasionally, but it usually gets better."
Common Cold,"My sinus feel incredibly congested, and my optic are ceaselessly red. I just constantly feel drained and exhausted. Indiana addition, I have a lot of uncomfortable stolidity in my throat. My lymph nodes feel bloated, and take_a_breather has been challenging."
Bronchial Asthma,"I've been shinny with difficultness breathing, deoxyadenosine_monophosphate constant cough, and fatigue. My febricity is exceedingly high, and I've exist cough upwardly a administer of thick, mucoid sputum. It's been and_so hard to deal with all of this, and I'm just tactual_sensation so dead and worn out"
Dengue,"I have embody experiencing severe joint pain that makes it unmanageable for me to move and perform my daily activities. Also, I have lost my apetite because of which ane tone weak."
gastroesophageal reflux disease,"I have heartburn and indigestion. I often vomit whatever I eat and have difficultly swallowing food, beacuse the food gets stuck in my throat. I have a nagging pain in my upper abdomen"
allergy,I feature a punch nose and nasal congestion. iodin occasionally let stiffness and chest discomfort during the night. I've also drop_off my ability to feeling and taste.
Dengue,"The joint pain I have been experiencing is severe and feels like a constant ache. My head aches most of the time and I am starting to develope mild fever, accompanied with chills. "
Psoriasis,"My thenar and colloidal_solution have grown and developed severe fissures. These crack follow unpleasant and frequently bleed. Also, the skin constitute starting to peel off."
urinary tract infection,I get a burning sensation when atomic_number_53 pee. sometimes a lot of pain and foul smelling urine. I have been puzzle more pep_up to wee at nighttime
Arthritis,"I've been experiencing rigourousness and failing in my neck heftiness recently. Since my joints have grown, it's intemperately for me to base_on_balls without getting stiff. Additionally, walking has been extremely uncomfortable."
Pneumonia,"I've been feeling really sick with a high fever, shortness of breath, sweating, chills, and extreme fatigue. My heart rate is rapid, and I've been coughing up a lot of brownish sputum."
peptic ulcer disease,"My bloody stools have caused me to lose iron and bloos, among other things. I now have anaemia from this, and I generally feel quite weak."
